id;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;city
236330;22,05232;-159,33217;Entire home/apt;194;3;24;1;249;Hawaii
238797;21,96234;-159,70343;Entire home/apt;250;3;44;1;300;Hawaii
239370;21,27646;-157,82277;Entire home/apt;117;1;82;2;291;Hawaii
245691;19,68113;-155,97739;Hotel room;265;2;0;4;345;Hawaii
248735;22,22793;-159,48309;Entire home/apt;295;2;147;2;360;Hawaii
253427;21,18884;-157,24787;Entire home/apt;130;6;62;1;196;Hawaii
256422;21,68012;-158,03261;Entire home/apt;150;4;111;1;255;Hawaii
257196;19,6799;-155,97702;Hotel room;221;1;3;4;355;Hawaii
258691;19,72214;-155,09789;Entire home/apt;205;4;55;1;257;Hawaii
262648;22,21943;-159,47145;Entire home/apt;149;2;331;2;365;Hawaii
263442;21,30803;-157,70762;Entire home/apt;249;5;34;2;242;Hawaii
266804;20,88479;-156,49981;Entire home/apt;242;14;27;5;151;Hawaii
268423;20,76504;-156,45756;Entire home/apt;56;1;312;1;148;Hawaii
270799;20,79739;-156,50439;Entire home/apt;165;5;165;1;281;Hawaii
271025;19,70712;-155,98595;Private room;109;2;53;5;296;Hawaii
274808;20,87364;-156,67402;Entire home/apt;199;1;87;26;349;Hawaii
274864;19,19918;-155,47829;Entire home/apt;250;1;10;8;202;Hawaii
274899;19,20165;-155,47674;Entire home/apt;295;1;3;8;360;Hawaii
274947;19,20008;-155,47566;Entire home/apt;850;1;13;8;342;Hawaii
278204;20,92887;-156,31764;Entire home/apt;120;3;60;7;289;Hawaii
283375;19,70621;-155,98515;Private room;88;1;50;5;347;Hawaii
285009;20,72168;-156,44423;Entire home/apt;138;2;181;5;209;Hawaii
286807;20,7195;-156,33792;Private room;301;181;16;1;365;Hawaii
288161;21,28926;-157,71017;Private room;70;30;83;2;365;Hawaii
288185;21,29047;-157,70857;Private room;80;30;109;2;327;Hawaii
289022;19,20351;-155,47793;Entire home/apt;175;1;3;8;360;Hawaii
289023;19,20145;-155,47794;Entire home/apt;99;1;30;8;360;Hawaii
293054;19,57279;-155,96524;Entire home/apt;85;3;9;2;205;Hawaii
300353;20,87023;-156,31505;Entire home/apt;288;3;158;2;193;Hawaii
304658;20,76503;-156,45823;Entire home/apt;105;1;134;2;288;Hawaii
307004;21,39775;-157,73065;Entire home/apt;220;10;202;2;229;Hawaii
312200;19,58041;-155,00754;Entire home/apt;110;2;470;1;317;Hawaii
318028;20,02342;-155,6971;Entire home/apt;85;7;67;1;322;Hawaii
320684;19,48908;-155,90994;Private room;129;1;33;3;359;Hawaii
330691;19,47868;-155,89917;Private room;139;1;68;3;355;Hawaii
333624;19,7183;-155,99142;Private room;100;3;104;1;364;Hawaii
338036;19,7206;-155,98429;Private room;95;1;250;2;365;Hawaii
342139;19,71831;-155,09657;Private room;89;1;53;12;333;Hawaii
342153;19,71888;-155,09602;Private room;109;1;69;12;355;Hawaii
342158;19,71855;-155,09633;Private room;159;1;45;12;361;Hawaii
342159;19,71905;-155,09625;Private room;139;1;21;12;359;Hawaii
342351;19,4504;-155,8732;Entire home/apt;119;3;71;5;356;Hawaii
346708;19,63751;-155,99153;Entire home/apt;110;1;77;1;176;Hawaii
347808;20,87344;-156,67592;Entire home/apt;269;1;59;26;361;Hawaii
347817;20,8733;-156,67425;Entire home/apt;225;1;39;26;351;Hawaii
354577;19,72313;-155,9951;Entire home/apt;75;30;252;2;365;Hawaii
363961;20,91093;-156,21823;Entire home/apt;395;28;43;5;284;Hawaii
370635;21,28632;-157,83227;Entire home/apt;104;1;138;7;270;Hawaii
374166;21,28612;-157,8333;Entire home/apt;104;1;127;7;265;Hawaii
375102;20,7086;-156,44333;Entire home/apt;155;6;132;1;355;Hawaii
375206;20,93279;-156,68825;Entire home/apt;295;1;3;26;358;Hawaii
375207;20,93473;-156,68995;Entire home/apt;375;1;101;26;277;Hawaii
381247;19,6199;-155,95951;Private room;129;2;277;1;339;Hawaii
385185;21,27188;-157,70251;Private room;85;5;235;2;143;Hawaii
395908;19,39872;-154,92595;Entire home/apt;95;31;243;1;358;Hawaii
403085;22,05303;-159,32907;Private room;139;3;191;14;345;Hawaii
404459;20,86686;-156,67308;Entire home/apt;525;3;40;1;319;Hawaii
408489;21,39791;-157,72875;Entire home/apt;289;10;39;2;30;Hawaii
408595;22,06183;-159,31906;Entire home/apt;250;3;15;30;171;Hawaii
410705;20,91241;-156,3227;Private room;110;3;165;1;276;Hawaii
416853;21,27936;-157,82315;Entire home/apt;92;3;302;4;293;Hawaii
419153;22,04693;-159,33694;Entire home/apt;157;1;30;9;352;Hawaii
420399;21,27496;-157,81925;Entire home/apt;105;30;2;1;162;Hawaii
421737;19,06961;-155,66705;Entire home/apt;95;3;144;1;259;Hawaii
424902;21,4179;-157,74672;Entire home/apt;200;30;150;1;292;Hawaii
426613;21,27656;-157,82399;Entire home/apt;99;1;189;2;316;Hawaii
427992;20,87073;-156,33179;Entire home/apt;288;3;17;2;365;Hawaii
429208;19,72276;-155,0863;Hotel room;150;1;516;7;95;Hawaii
430401;20,72504;-156,44782;Entire home/apt;156;8;82;4;290;Hawaii
430912;20,72694;-156,44841;Entire home/apt;112;7;100;4;321;Hawaii
430961;20,72586;-156,44593;Entire home/apt;112;7;112;4;324;Hawaii
430995;20,72641;-156,44926;Entire home/apt;112;7;98;4;311;Hawaii
434008;19,63551;-155,99222;Entire home/apt;73;1;406;1;331;Hawaii
438923;21,70217;-157,99561;Private room;75;2;304;1;326;Hawaii
440924;21,87303;-159,44572;Entire home/apt;221;4;91;2;270;Hawaii
453187;20,79426;-156,50875;Entire home/apt;179;3;212;2;322;Hawaii
455229;20,76297;-156,45689;Entire home/apt;99;4;62;15;299;Hawaii
455848;19,63633;-155,98703;Private room;122;3;79;5;214;Hawaii
455874;19,63787;-155,98752;Entire home/apt;122;3;63;5;269;Hawaii
455893;19,63739;-155,98696;Private room;110;3;30;5;196;Hawaii
455914;19,63717;-155,98598;Entire home/apt;110;3;51;5;45;Hawaii
458245;19,42707;-155,21604;Entire home/apt;60;1;28;8;322;Hawaii
461449;19,30381;-155,86808;Entire home/apt;80;4;150;1;262;Hawaii
461638;19,72137;-155,08448;Private room;105;1;437;7;92;Hawaii
461645;19,5445;-155,93135;Entire home/apt;189;4;22;1;344;Hawaii
465622;20,87476;-156,67395;Entire home/apt;179;3;112;5;339;Hawaii
470712;19,59045;-155,9713;Entire home/apt;80;4;80;1;152;Hawaii
479121;19,40031;-154,92043;Entire home/apt;85;1;211;3;237;Hawaii
485229;21,39803;-157,7369;Private room;144;3;26;2;272;Hawaii
485244;21,39867;-157,7372;Private room;169;5;21;2;291;Hawaii
485291;19,39961;-154,92132;Entire home/apt;89;1;227;3;238;Hawaii
485379;19,45731;-155,11333;Entire home/apt;45;2;11;3;315;Hawaii
496129;19,4641;-154,84887;Entire home/apt;144;1;67;12;193;Hawaii
497782;21,28056;-157,82542;Entire home/apt;80;31;51;2;307;Hawaii
498012;19,40031;-154,92043;Entire home/apt;47;1;241;3;322;Hawaii
499013;19,46472;-154,84962;Entire home/apt;144;1;50;12;199;Hawaii
517327;22,04852;-159,33682;Entire home/apt;244;1;24;9;323;Hawaii
519698;19,46271;-154,85109;Entire home/apt;86;1;45;12;193;Hawaii
519759;19,4648;-154,85079;Entire home/apt;121;1;35;12;193;Hawaii
519789;19,46406;-154,84956;Entire home/apt;121;1;34;12;193;Hawaii
521895;21,28187;-157,82774;Entire home/apt;85;2;100;3;364;Hawaii
522085;22,04874;-159,33858;Entire home/apt;157;1;34;9;352;Hawaii
523562;20,93272;-156,35846;Entire home/apt;225;4;120;1;320;Hawaii
523815;19,4034;-154,93415;Entire home/apt;125;1;308;1;365;Hawaii
524333;22,0485;-159,33675;Entire home/apt;157;1;24;9;276;Hawaii
525821;21,86932;-159,44487;Entire home/apt;235;4;93;1;283;Hawaii
529497;22,06045;-159,32183;Entire home/apt;397;1;0;90;306;Hawaii
529551;21,87562;-159,45014;Entire home/apt;680;1;2;90;303;Hawaii
531301;21,88271;-159,47629;Entire home/apt;402;4;24;1;365;Hawaii
531664;19,48865;-155,91191;Private room;99;1;154;3;356;Hawaii
533482;22,04725;-159,33872;Entire home/apt;140;1;30;9;352;Hawaii
535213;20,97515;-156,67752;Entire home/apt;149;5;45;1;178;Hawaii
538839;20,71704;-156,4466;Entire home/apt;125;3;74;1;204;Hawaii
543600;21,87521;-159,44289;Private room;105;1;256;4;281;Hawaii
543962;19,39402;-154,9306;Entire home/apt;179;1;80;2;231;Hawaii
544278;21,87824;-159,46522;Entire home/apt;475;3;31;4;140;Hawaii
547635;19,43289;-155,22697;Entire home/apt;159;1;267;2;262;Hawaii
548097;20,91784;-156,69629;Private room;1584;1;11;1;358;Hawaii
551138;21,27648;-157,81461;Entire home/apt;60;30;91;3;103;Hawaii
554205;19,71901;-155,98339;Entire home/apt;85;2;258;2;248;Hawaii
555648;19,62843;-155,9871;Entire home/apt;130;30;20;1;293;Hawaii
555708;21,70124;-157,99389;Entire home/apt;148;4;150;1;259;Hawaii
557699;21,88274;-159,46871;Entire home/apt;153;3;54;1;195;Hawaii
557880;20,69924;-156,43988;Entire home/apt;314;4;3;1;229;Hawaii
564565;20,01951;-155,74327;Entire home/apt;99;3;53;4;295;Hawaii
565485;19,96513;-155,22034;Entire home/apt;80;1;396;2;301;Hawaii
571223;21,70035;-157,99413;Entire home/apt;350;1;10;4;170;Hawaii
578041;20,88517;-156,50019;Private room;169;7;2;5;144;Hawaii
578348;19,49599;-154,90521;Entire home/apt;78;1;159;8;267;Hawaii
578790;20,71677;-156,44617;Entire home/apt;115;2;107;2;263;Hawaii
582964;20,88649;-156,50026;Private room;159;5;9;5;145;Hawaii
583095;21,33486;-158,12035;Entire home/apt;399;6;25;6;329;Hawaii
583289;21,66942;-158,04426;Entire home/apt;360;4;2;6;365;Hawaii
585368;19,97911;-155,24421;Entire home/apt;195;4;7;1;362;Hawaii
585499;20,71839;-156,44551;Entire home/apt;115;2;86;2;273;Hawaii
587542;20,88473;-156,50025;Private room;139;5;20;5;163;Hawaii
591051;19,57218;-155,96576;Entire home/apt;170;3;138;1;185;Hawaii
591106;22,22111;-159,47668;Entire home/apt;96;2;265;2;321;Hawaii
591538;20,88621;-156,49983;Private room;139;7;16;5;149;Hawaii
596040;22,20267;-159,5001;Entire home/apt;300;2;42;4;236;Hawaii
596595;21,27628;-157,81407;Entire home/apt;50;30;76;3;155;Hawaii
598062;20,96095;-156,68397;Entire home/apt;212;1;91;1;243;Hawaii
600944;20,76619;-156,4572;Entire home/apt;59;1;259;13;323;Hawaii
606715;19,72562;-155,09273;Private room;78;14;87;3;340;Hawaii
608097;19,56696;-155,9606;Entire home/apt;165;6;10;1;77;Hawaii
609723;21,38035;-157,72895;Entire home/apt;260;30;171;2;313;Hawaii
619438;21,87529;-159,4583;Entire home/apt;290;1;13;1;325;Hawaii
622562;20,97237;-156,67913;Entire home/apt;179;4;52;2;264;Hawaii
631767;20,89658;-156,30443;Entire home/apt;220;5;35;3;361;Hawaii
631771;21,39931;-157,74538;Entire home/apt;400;30;70;1;292;Hawaii
631783;20,89725;-156,30365;Entire home/apt;185;5;14;3;365;Hawaii
633285;19,35163;-154,98846;Private room;75;2;76;4;238;Hawaii
633307;19,35018;-154,9885;Entire home/apt;99;1;340;4;292;Hawaii
633314;21,28015;-157,82753;Entire home/apt;97;1;82;16;331;Hawaii
638917;19,60211;-155,96191;Entire home/apt;110;7;30;1;349;Hawaii
639216;19,47723;-155,91263;Private room;150;1;17;1;242;Hawaii
640575;19,05975;-155,61532;Hotel room;155;1;0;3;348;Hawaii
640576;19,05899;-155,61572;Hotel room;155;1;1;3;352;Hawaii
640577;19,05954;-155,61547;Hotel room;199;1;8;3;347;Hawaii
640765;19,6914;-155,97861;Entire home/apt;200;3;45;1;276;Hawaii
640892;22,22261;-159,49487;Entire home/apt;430;2;21;1;1;Hawaii
644834;20,97258;-156,67989;Entire home/apt;149;2;190;1;130;Hawaii
646270;20,02047;-155,74361;Entire home/apt;99;3;50;4;292;Hawaii
647521;19,64682;-155,98149;Entire home/apt;280;4;30;1;342;Hawaii
648039;19,43414;-155,89096;Private room;200;1;11;5;342;Hawaii
648055;19,43433;-155,89121;Entire home/apt;175;1;9;5;333;Hawaii
648069;19,43499;-155,89019;Private room;150;1;19;5;346;Hawaii
648073;19,67834;-155,9671;Entire home/apt;149;2;148;1;307;Hawaii
648074;19,43632;-155,88981;Private room;125;1;23;5;365;Hawaii
648353;20,8708;-156,30896;Private room;125;1;327;2;365;Hawaii
648355;20,77008;-156,31956;Entire home/apt;250;4;222;1;261;Hawaii
651441;20,89906;-156,68186;Private room;159;3;36;7;325;Hawaii
651447;20,89937;-156,68223;Private room;129;3;43;7;293;Hawaii
652716;20,86795;-156,31392;Entire home/apt;575;4;87;4;319;Hawaii
659323;19,50815;-154,90268;Entire home/apt;205;1;35;8;299;Hawaii
659331;19,50815;-154,90268;Entire home/apt;76;1;104;8;335;Hawaii
660578;19,36411;-155,87333;Private room;325;3;11;4;354;Hawaii
660579;19,36418;-155,87266;Private room;325;3;3;4;365;Hawaii
663618;21,28534;-157,83989;Entire home/apt;149;5;243;4;12;Hawaii
663737;20,76327;-156,45839;Entire home/apt;180;3;15;35;316;Hawaii
663763;20,76327;-156,45839;Entire home/apt;220;3;7;35;346;Hawaii
663777;20,76327;-156,45839;Entire home/apt;190;3;9;35;282;Hawaii
663786;20,76327;-156,45839;Entire home/apt;300;3;22;35;242;Hawaii
665676;20,97408;-156,67899;Entire home/apt;240;2;93;20;263;Hawaii
667728;21,87522;-159,44646;Entire home/apt;199;5;105;2;295;Hawaii
669834;21,28654;-157,83319;Entire home/apt;60;31;48;2;280;Hawaii
671346;21,63944;-157,91899;Entire home/apt;330;2;14;9;261;Hawaii
673187;21,34712;-158,08481;Entire home/apt;75;31;58;3;314;Hawaii
673201;21,34742;-158,08492;Entire home/apt;59;31;24;3;365;Hawaii
673327;21,63958;-157,9185;Private room;426;2;13;9;267;Hawaii
674312;20,70833;-156,43612;Private room;203;1;9;4;323;Hawaii
674315;19,99017;-155,2436;Entire home/apt;139;2;101;1;230;Hawaii
674514;20,70863;-156,43812;Private room;179;1;13;4;192;Hawaii
675016;19,72327;-155,08879;Private room;77;14;31;3;341;Hawaii
675034;20,709;-156,43656;Private room;210;1;8;4;241;Hawaii
676881;19,56517;-154,95705;Entire home/apt;90;3;28;3;364;Hawaii
676888;19,5644;-154,95655;Entire home/apt;90;3;70;3;353;Hawaii
677268;19,56488;-154,95683;Entire home/apt;80;3;54;3;364;Hawaii
697039;21,28752;-157,83306;Entire home/apt;181;30;125;3;348;Hawaii
707552;19,43317;-155,2271;Entire home/apt;140;3;34;2;112;Hawaii
707984;20,70084;-156,43266;Private room;105;3;46;3;179;Hawaii
708909;20,76507;-156,45839;Entire home/apt;123;5;78;1;185;Hawaii
710488;19,6936;-155,97542;Entire home/apt;88;3;145;1;327;Hawaii
713704;19,92136;-155,88775;Entire home/apt;204;3;23;1;69;Hawaii
713986;20,71679;-156,44681;Entire home/apt;120;3;42;1;291;Hawaii
716655;21,95886;-159,3475;Entire home/apt;196;1;80;90;289;Hawaii
718077;20,70934;-156,43734;Entire home/apt;975;4;17;2;358;Hawaii
722104;20,85758;-156,66534;Entire home/apt;319;1;101;8;343;Hawaii
722158;21,27695;-157,82217;Entire home/apt;119;1;180;2;271;Hawaii
729224;19,94361;-155,8578;Entire home/apt;750;6;18;1;250;Hawaii
729902;19,9647;-155,22048;Entire home/apt;130;1;185;2;315;Hawaii
731420;20,76312;-156,45837;Entire home/apt;54;1;319;13;356;Hawaii
748756;20,91093;-156,21823;Entire home/apt;265;3;63;5;344;Hawaii
749883;20,91036;-156,21736;Entire home/apt;295;3;87;5;351;Hawaii
749884;20,9118;-156,21597;Entire home/apt;375;3;51;5;333;Hawaii
751979;19,92696;-155,8786;Entire home/apt;300;2;1;1;268;Hawaii
757939;20,93302;-156,68977;Entire home/apt;299;1;88;26;362;Hawaii
760196;20,90873;-156,3763;Private room;294;5;52;4;365;Hawaii
760735;19,43674;-155,17777;Entire home/apt;120;3;172;4;325;Hawaii
769848;21,33563;-158,1228;Entire home/apt;333;6;17;7;281;Hawaii
771663;21,41056;-157,74596;Entire home/apt;425;7;128;2;1;Hawaii
775026;21,45745;-158,2012;Private room;32;30;191;10;334;Hawaii
775128;22,04863;-159,36688;Private room;180;3;24;3;365;Hawaii
785858;20,74855;-156,45703;Entire home/apt;143;4;26;284;303;Hawaii
789456;21,28361;-157,83771;Entire home/apt;165;3;5;4;343;Hawaii
790040;19,55738;-154,89679;Entire home/apt;118;2;50;1;317;Hawaii
792556;21,28696;-157,83832;Entire home/apt;115;30;27;1;228;Hawaii
798414;20,76355;-155,99493;Private room;253;1;294;6;263;Hawaii
801736;19,64357;-155,95304;Entire home/apt;195;3;165;1;139;Hawaii
804274;21,27185;-157,82158;Entire home/apt;125;3;91;2;230;Hawaii
804355;20,92227;-156,69468;Entire home/apt;319;2;11;2;160;Hawaii
804433;22,22613;-159,4857;Private room;80;3;240;2;358;Hawaii
808786;21,39754;-157,73393;Entire home/apt;208;2;143;2;284;Hawaii
823773;19,60484;-155,97523;Entire home/apt;165;5;92;1;300;Hawaii
834451;21,40978;-157,74603;Entire home/apt;100;30;244;2;109;Hawaii
836884;22,22464;-159,48551;Entire home/apt;135;2;46;1;122;Hawaii
837597;21,87283;-159,44735;Entire home/apt;193;1;48;3;314;Hawaii
839500;21,87335;-159,44809;Entire home/apt;182;1;33;3;309;Hawaii
841416;21,64794;-157,91755;Entire home/apt;150;1;258;4;351;Hawaii
846717;19,46846;-155,90824;Entire home/apt;115;3;111;2;131;Hawaii
855921;22,05346;-159,32857;Entire home/apt;134;3;31;2;227;Hawaii
860378;20,76284;-155,99525;Entire home/apt;150;1;202;5;281;Hawaii
860615;20,73447;-156,45558;Entire home/apt;995;5;2;1;48;Hawaii
861768;20,72626;-156,4462;Entire home/apt;140;3;51;2;241;Hawaii
861878;21,64881;-157,91608;Entire home/apt;1150;7;4;3;185;Hawaii
863978;19,40008;-154,9303;Entire home/apt;125;30;6;1;139;Hawaii
864241;19,59191;-155,95474;Entire home/apt;240;2;157;1;326;Hawaii
865710;21,6489;-157,91614;Entire home/apt;1050;7;19;3;98;Hawaii
865711;21,64819;-157,91467;Entire home/apt;950;6;6;3;353;Hawaii
866802;20,7601;-156,45915;Entire home/apt;165;3;63;1;126;Hawaii
867486;21,64077;-157,91869;Entire home/apt;427;1;13;9;277;Hawaii
867626;19,39857;-154,92742;Entire home/apt;50;3;323;1;360;Hawaii
867745;20,93447;-156,68897;Entire home/apt;399;1;104;26;320;Hawaii
869077;20,89791;-156,30938;Entire home/apt;366;3;51;1;270;Hawaii
873586;19,92595;-155,79507;Entire home/apt;175;3;39;1;192;Hawaii
873736;21,28238;-157,82675;Entire home/apt;151;2;17;2;188;Hawaii
875693;21,38389;-157,71401;Private room;185;3;0;1;365;Hawaii
875724;21,1896;-157,24498;Entire home/apt;126;2;22;1;332;Hawaii
877242;21,28006;-157,82543;Entire home/apt;110;4;34;2;365;Hawaii
877602;19,44978;-155,87384;Entire home/apt;299;30;80;5;179;Hawaii
880504;20,95304;-156,68803;Entire home/apt;360;2;22;1;271;Hawaii
882370;21,45745;-158,20117;Private room;35;30;121;10;340;Hawaii
882371;21,45745;-158,20117;Private room;32;30;169;10;265;Hawaii
883446;19,71061;-155,09386;Entire home/apt;130;30;250;1;289;Hawaii
883700;19,71221;-155,95763;Entire home/apt;145;3;62;2;326;Hawaii
884001;22,05727;-159,32505;Entire home/apt;149;2;373;1;362;Hawaii
888191;20,69823;-156,44295;Entire home/apt;259;5;103;1;328;Hawaii
889271;19,59617;-154,96749;Entire home/apt;70;3;153;1;315;Hawaii
889489;22,20509;-159,42412;Entire home/apt;1250;5;1;2;326;Hawaii
890367;19,58919;-155,96964;Entire home/apt;412;5;23;1;283;Hawaii
890857;21,28385;-157,83923;Entire home/apt;178;5;252;4;340;Hawaii
892718;20,92824;-156,3157;Entire home/apt;125;2;366;1;216;Hawaii
896664;19,5959;-155,97206;Entire home/apt;150;4;271;1;176;Hawaii
898976;19,62208;-155,98543;Entire home/apt;185;7;4;4;16;Hawaii
904008;20,90966;-156,37703;Entire home/apt;230;1;103;3;353;Hawaii
904468;19,91904;-155,88802;Entire home/apt;279;2;58;4;283;Hawaii
905460;20,90882;-156,37571;Entire home/apt;150;1;195;3;246;Hawaii
908283;19,71242;-155,95583;Entire home/apt;145;3;35;2;333;Hawaii
917338;22,05317;-159,33226;Entire home/apt;459;3;5;5;365;Hawaii
917379;22,05688;-159,32353;Entire home/apt;226;3;5;5;365;Hawaii
917413;22,19336;-159,33415;Entire home/apt;575;3;22;5;217;Hawaii
918451;22,20024;-159,50329;Entire home/apt;525;3;45;6;331;Hawaii
918649;19,6721;-155,98324;Entire home/apt;99;2;175;1;205;Hawaii
923297;20,91017;-156,3767;Entire home/apt;250;3;104;2;221;Hawaii
927959;19,39323;-154,93191;Entire home/apt;124;3;167;1;324;Hawaii
928064;20,91015;-156,37772;Entire home/apt;140;3;69;2;237;Hawaii
928399;20,90539;-156,21705;Entire home/apt;299;7;110;5;255;Hawaii
929435;19,73258;-155,01374;Entire home/apt;213;2;193;2;350;Hawaii
933682;19,46068;-154,92955;Entire home/apt;116;1;7;1;351;Hawaii
2384;41,7879;-87,5878;Private room;60;2;178;1;353;Chicago
4505;41,85495;-87,69696;Entire home/apt;105;2;395;1;155;Chicago
7126;41,90289;-87,68182;Entire home/apt;60;2;384;1;321;Chicago
9811;41,91769;-87,63788;Entire home/apt;65;4;49;9;300;Chicago
10610;41,79612;-87,59261;Private room;21;1;44;5;168;Chicago
10945;41,91183;-87,64;Entire home/apt;115;4;19;9;325;Chicago
12068;41,90452;-87,6332;Entire home/apt;99;5;9;1;316;Chicago
12140;41,92335;-87,64951;Private room;289;2;4;1;179;Chicago
22362;41,89617;-87,66041;Entire home/apt;99;91;9;2;365;Chicago
24833;41,92679;-87,65521;Entire home/apt;112;32;37;4;180;Chicago
25879;41,92693;-87,65753;Entire home/apt;75;32;47;4;62;Chicago
28749;41,92083;-87,6801;Entire home/apt;94;2;60;1;332;Chicago
37738;41,97385;-87,66539;Private room;77;3;250;2;223;Chicago
44020;41,92673;-87,65731;Entire home/apt;95;32;52;4;206;Chicago
71930;41,89615;-87,67934;Private room;65;3;70;2;178;Chicago
79101;41,96792;-87,65757;Private room;157;2;151;5;363;Chicago
84042;41,89615;-87,67934;Private room;50;3;78;2;314;Chicago
110705;41,9693;-87,65621;Private room;99;2;149;5;363;Chicago
126280;41,96852;-87,65225;Private room;35;3;162;1;138;Chicago
145659;41,94342;-87,68121;Entire home/apt;197;2;31;20;361;Chicago
145690;41,91289;-87,63864;Entire home/apt;279;2;52;20;355;Chicago
165952;41,94274;-87,67321;Entire home/apt;198;3;60;4;364;Chicago
166667;41,94274;-87,67378;Entire home/apt;125;3;88;4;365;Chicago
166706;41,94221;-87,67327;Entire home/apt;280;3;22;4;365;Chicago
175511;41,96012;-87,72158;Entire home/apt;79;28;33;2;346;Chicago
184764;41,94325;-87,75403;Private room;85;3;162;1;324;Chicago
189821;41,92918;-87,70219;Entire home/apt;201;3;506;1;134;Chicago
198135;41,95935;-87,67963;Private room;30;3;173;1;89;Chicago
207218;41,6883;-87,60892;Entire home/apt;90;1;269;2;289;Chicago
207351;41,68909;-87,6088;Entire home/apt;39;30;39;2;107;Chicago
225314;41,92543;-87,69593;Private room;79;2;20;1;358;Chicago
233933;41,95602;-87,72781;Private room;55;7;153;2;179;Chicago
248791;41,96797;-87,65791;Private room;93;2;97;5;363;Chicago
250354;41,86051;-87,62399;Entire home/apt;170;180;39;1;358;Chicago
258253;42,00692;-87,68438;Entire home/apt;48;32;20;1;344;Chicago
261509;41,90314;-87,63494;Entire home/apt;119;32;62;1;364;Chicago
264547;41,88467;-87,64487;Entire home/apt;204;10;65;1;362;Chicago
267646;41,92716;-87,70471;Private room;103;2;139;1;264;Chicago
275496;41,88623;-87,6404;Entire home/apt;156;360;10;1;364;Chicago
289689;41,97794;-87,65764;Private room;26;30;61;1;332;Chicago
289884;41,92063;-87,68353;Private room;145;1;84;2;365;Chicago
298321;41,78216;-87,59027;Private room;47;2;46;1;365;Chicago
313227;41,96331;-87,70916;Entire home/apt;85;3;47;1;268;Chicago
345075;41,8077;-87,59436;Private room;85;2;232;1;355;Chicago
350347;41,93986;-87,65473;Entire home/apt;128;3;499;1;313;Chicago
372929;41,89862;-87,65597;Entire home/apt;178;2;215;2;360;Chicago
404792;41,88913;-87,66763;Entire home/apt;105;5;189;1;2;Chicago
446474;41,90095;-87,68181;Entire home/apt;175;3;4;1;365;Chicago
450648;41,86614;-87,62275;Private room;119;3;38;1;263;Chicago
464581;41,92451;-87,69385;Entire home/apt;60;2;629;1;127;Chicago
496809;42,00435;-87,67501;Private room;86;3;36;3;364;Chicago
507517;41,96714;-87,69611;Entire home/apt;98;3;287;1;174;Chicago
537419;41,94286;-87,63919;Private room;130;1;28;2;365;Chicago
542067;41,93142;-87,69989;Entire home/apt;132;3;260;1;263;Chicago
544261;41,85467;-87,61417;Entire home/apt;495;2;28;1;365;Chicago
548905;41,82293;-87,61559;Entire home/apt;89;2;227;1;355;Chicago
573540;41,94284;-87,63919;Entire home/apt;490;1;35;2;365;Chicago
585353;41,88961;-87,66268;Private room;57;1;127;6;263;Chicago
585356;41,89003;-87,66241;Private room;78;1;143;6;349;Chicago
589939;41,89054;-87,66261;Shared room;69;1;66;6;364;Chicago
628149;41,89056;-87,66086;Private room;63;1;97;6;323;Chicago
634310;41,99667;-87,66213;Private room;66;2;82;2;305;Chicago
640841;41,94242;-87,67134;Entire home/apt;180;4;53;1;119;Chicago
651742;41,99244;-87,75569;Private room;60;3;66;2;363;Chicago
662034;41,99201;-87,75719;Private room;50;3;66;2;364;Chicago
681842;41,99348;-87,68121;Private room;50;3;26;1;358;Chicago
724895;41,88999;-87,66096;Private room;39;1;131;6;263;Chicago
727847;41,92255;-87,70293;Private room;70;2;73;3;365;Chicago
731232;41,92669;-87,699;Entire home/apt;165;2;134;1;327;Chicago
739495;41,97847;-87,68087;Entire home/apt;75;28;186;1;244;Chicago
753809;41,88624;-87,61566;Entire home/apt;130;31;13;73;365;Chicago
755701;41,92997;-87,72061;Entire home/apt;72;25;19;3;205;Chicago
764856;41,88676;-87,64935;Entire home/apt;150;2;240;2;128;Chicago
789429;41,96193;-87,66238;Private room;99;365;0;3;365;Chicago
790016;41,96046;-87,66346;Entire home/apt;299;365;16;3;365;Chicago
802613;41,92285;-87,68323;Entire home/apt;204;1;57;2;364;Chicago
824518;41,90213;-87,67598;Entire home/apt;95;28;87;1;82;Chicago
834943;41,96238;-87,68378;Entire home/apt;105;2;59;1;266;Chicago
841024;41,9443;-87,64661;Entire home/apt;239;32;15;2;365;Chicago
887038;41,9263;-87,65567;Entire home/apt;55;32;36;4;365;Chicago
903996;41,92649;-87,7138;Private room;110;2;145;1;204;Chicago
929914;41,91316;-87,63813;Entire home/apt;115;2;311;1;254;Chicago
931105;41,88449;-87,69659;Private room;101;3;23;1;362;Chicago
960326;41,89505;-87,65449;Entire home/apt;146;1;274;14;345;Chicago
979926;42,00623;-87,66794;Private room;69;2;240;4;264;Chicago
979942;42,00426;-87,66693;Private room;69;2;233;4;264;Chicago
983640;42,00381;-87,67082;Entire home/apt;169;2;176;4;263;Chicago
1020810;41,8943;-87,62609;Entire home/apt;85;30;30;3;310;Chicago
1027405;41,85432;-87,70769;Private room;45;2;6;4;88;Chicago
1027463;41,85423;-87,70784;Private room;45;2;10;4;89;Chicago
